title,MAL_id,type,studio,release-season,release-year,release-date,source-material,episodes,score,members,genres
Mirai Kara Kita Shounen Super Jetter,16159,TV (Continuing),Unknown,summer,1965.0,,Original,52.0,0.0,487.0,"['Action', 'Comedy', 'Sci-Fi']"
Kaitou Pride,19987,TV (Continuing),Unknown,summer,1965.0,,,105.0,0.0,314.0,"['Adventure', 'Comedy']"
Uchuujin Pipi,19985,TV (Continuing),Unknown,summer,1965.0,,,52.0,0.0,287.0,[]
Jungle Taitei,1572,TV (New),Mushi Production,fall,1965.0,,Manga,52.0,6.6,7100.0,['Adventure']
Hustle Punch,19681,TV (New),Toei Animation,fall,1965.0,,Original,26.0,0.0,549.0,"['Comedy', 'Fantasy']"
Tetsuwan Atom,2747,TV (Continuing),Mushi Production,fall,1965.0,,Manga,193.0,7.09,11000.0,"['Action', 'Adventure', 'Drama', 'Sci-Fi']"
Wonder 3,4088,TV (Continuing),Mushi Production,fall,1965.0,,,52.0,6.4,921.0,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']"
Yuusei Shounen Papii,6448,TV (Continuing),Eiken,fall,1965.0,,Original,52.0,5.68,779.0,"['Action', 'Sci-Fi']"
Obake no Q-tarou,1547,TV (Continuing),Shin-Ei Animation,fall,1965.0,,Manga,96.0,6.09,709.0,"['Comedy', 'Slice of Life', 'Supernatural']"
Uchuu Ace,6989,TV (Continuing),Tatsunoko Production,fall,1965.0,,,52.0,0.0,649.0,"['Action', 'Adventure', 'Sci-Fi']"
Uchuu Patrol Hopper,12897,TV (Continuing),Toei Animation,fall,1965.0,,,44.0,0.0,547.0,['Sci-Fi']
Uchuu Shounen Soran,12887,TV (Continuing),Eiken,fall,1965.0,,,96.0,0.0,529.0,"['Action', 'Adventure', 'Sci-Fi']"
Mirai Kara Kita Shounen Super Jetter,16159,TV (Continuing),Unknown,fall,1965.0,,Original,52.0,0.0,487.0,"['Action', 'Comedy', 'Sci-Fi']"
Kaitou Pride,19987,TV (Continuing),Unknown,fall,1965.0,,,105.0,0.0,314.0,"['Adventure', 'Comedy']"
Uchuujin Pipi,19985,TV (Continuing),Unknown,fall,1965.0,,,52.0,0.0,287.0,[]
Shizuku,1989,Movie,Mushi Production,fall,1965.0,,Original,1.0,5.64,2500.0,['Comedy']
Tobacco to Hai,12295,Movie,Mushi Production,fall,1965.0,,Other,1.0,5.43,1100.0,['Adventure']
Osomatsu-kun,9884,TV (New),Studio Zero,winter,1966.0,,Manga,56.0,6.42,3300.0,['Comedy']
Tatakae! Osper,19989,TV (New),Unknown,winter,1966.0,,,52.0,0.0,392.0,"['Action', 'Sci-Fi']"
Tetsuwan Atom,2747,TV (Continuing),Mushi Production,winter,1966.0,,Manga,193.0,7.09,11000.0,"['Action', 'Adventure', 'Drama', 'Sci-Fi']"
Jungle Taitei,1572,TV (Continuing),Mushi Production,winter,1966.0,,Manga,52.0,6.6,7100.0,['Adventure']
Wonder 3,4088,TV (Continuing),Mushi Production,winter,1966.0,,,52.0,6.4,921.0,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']"
Yuusei Shounen Papii,6448,TV (Continuing),Eiken,winter,1966.0,,Original,52.0,5.68,779.0,"['Action', 'Sci-Fi']"
Obake no Q-tarou,1547,TV (Continuing),Shin-Ei Animation,winter,1966.0,,Manga,96.0,6.09,709.0,"['Comedy', 'Slice of Life', 'Supernatural']"
Uchuu Ace,6989,TV (Continuing),Tatsunoko Production,winter,1966.0,,,52.0,0.0,649.0,"['Action', 'Adventure', 'Sci-Fi']"
Hustle Punch,19681,TV (Continuing),Toei Animation,winter,1966.0,,Original,26.0,0.0,549.0,"['Comedy', 'Fantasy']"
Uchuu Shounen Soran,12887,TV (Continuing),Eiken,winter,1966.0,,,96.0,0.0,529.0,"['Action', 'Adventure', 'Sci-Fi']"
Uchuujin Pipi,19985,TV (Continuing),Unknown,winter,1966.0,,,52.0,0.0,287.0,[]
Rainbow Sentai Robin,9438,TV (New),Toei Animation,spring,1966.0,,,48.0,6.1,747.0,"['Action', 'Adventure', 'Sci-Fi']"
Kaizoku Ouji,19505,TV (New),Toei Animation,spring,1966.0,,,31.0,0.0,528.0,['Adventure']
Harisu no Kaze,17667,TV (New),Unknown,spring,1966.0,,,70.0,0.0,498.0,['Comedy']
Tetsuwan Atom,2747,TV (Continuing),Mushi Production,spring,1966.0,,Manga,193.0,7.09,11000.0,"['Action', 'Adventure', 'Drama', 'Sci-Fi']"
Jungle Taitei,1572,TV (Continuing),Mushi Production,spring,1966.0,,Manga,52.0,6.6,7100.0,['Adventure']
Osomatsu-kun,9884,TV (Continuing),Studio Zero,spring,1966.0,,Manga,56.0,6.42,3300.0,['Comedy']
Wonder 3,4088,TV (Continuing),Mushi Production,spring,1966.0,,,52.0,6.4,921.0,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']"
Yuusei Shounen Papii,6448,TV (Continuing),Eiken,spring,1966.0,,Original,52.0,5.68,779.0,"['Action', 'Sci-Fi']"
Obake no Q-tarou,1547,TV (Continuing),Shin-Ei Animation,spring,1966.0,,Manga,96.0,6.09,709.0,"['Comedy', 'Slice of Life', 'Supernatural']"
Uchuu Shounen Soran,12887,TV (Continuing),Eiken,spring,1966.0,,,96.0,0.0,529.0,"['Action', 'Adventure', 'Sci-Fi']"
Tatakae! Osper,19989,TV (Continuing),Unknown,spring,1966.0,,,52.0,0.0,392.0,"['Action', 'Sci-Fi']"
Gokuu no Daibouken Pilot,23815,Special,Unknown,spring,1966.0,,,1.0,0.0,386.0,"['Comedy', 'Fantasy']"
Monoshiri Daigaku: Ashita no Calendar,22221,TV (New),Unknown,summer,1966.0,,Original,1274.0,5.71,632.0,[]
Yuusei Kamen,12767,TV (New),Eiken,summer,1966.0,,,39.0,0.0,516.0,['Sci-Fi']
Tetsuwan Atom,2747,TV (Continuing),Mushi Production,summer,1966.0,,Manga,193.0,7.09,11000.0,"['Action', 'Adventure', 'Drama', 'Sci-Fi']"
Jungle Taitei,1572,TV (Continuing),Mushi Production,summer,1966.0,,Manga,52.0,6.6,7100.0,['Adventure']
Osomatsu-kun,9884,TV (Continuing),Studio Zero,summer,1966.0,,Manga,56.0,6.42,3300.0,['Comedy']
Rainbow Sentai Robin,9438,TV (Continuing),Toei Animation,summer,1966.0,,,48.0,6.1,747.0,"['Action', 'Adventure', 'Sci-Fi']"
Obake no Q-tarou,1547,TV (Continuing),Shin-Ei Animation,summer,1966.0,,Manga,96.0,6.09,709.0,"['Comedy', 'Slice of Life', 'Supernatural']"
Uchuu Shounen Soran,12887,TV (Continuing),Eiken,summer,1966.0,,,96.0,0.0,529.0,"['Action', 'Adventure', 'Sci-Fi']"
Kaizoku Ouji,19505,TV (Continuing),Toei Animation,summer,1966.0,,,31.0,0.0,528.0,['Adventure']
Harisu no Kaze,17667,TV (Continuing),Unknown,summer,1966.0,,,70.0,0.0,498.0,['Comedy']
Tatakae! Osper,19989,TV (Continuing),Unknown,summer,1966.0,,,52.0,0.0,392.0,"['Action', 'Sci-Fi']"
Cyborg 009,6872,Movie,Toei Animation,summer,1966.0,,Manga,1.0,6.04,3100.0,"['Action', 'Adventure', 'Drama', 'Sci-Fi']"
Jungle Taitei Movie,20381,Movie,Mushi Production,summer,1966.0,,,1.0,6.14,1000.0,['Adventure']
Jungle Taitei: Susume Leo!,2565,TV (New),Mushi Production,fall,1966.0,,Manga,26.0,6.43,2400.0,['Adventure']
Robotan,19875,TV (New),Unknown,fall,1966.0,,,104.0,6.19,497.0,['Comedy']
Ganbare! Marine Kid,8897,TV (New),Unknown,fall,1966.0,,,13.0,5.63,492.0,"['Action', 'Adventure', 'Sci-Fi']"
Tobidase! Bacchiri,19991,TV (New),Unknown,fall,1966.0,,,132.0,0.0,305.0,"['Comedy', 'Mystery']"
Tetsuwan Atom,2747,TV (Continuing),Mushi Production,fall,1966.0,,Manga,193.0,7.09,11000.0,"['Action', 'Adventure', 'Drama', 'Sci-Fi']"
Osomatsu-kun,9884,TV (Continuing),Studio Zero,fall,1966.0,,Manga,56.0,6.42,3300.0,['Comedy']
Rainbow Sentai Robin,9438,TV (Continuing),Toei Animation,fall,1966.0,,,48.0,6.1,747.0,"['Action', 'Adventure', 'Sci-Fi']"
Obake no Q-tarou,1547,TV (Continuing),Shin-Ei Animation,fall,1966.0,,Manga,96.0,6.09,709.0,"['Comedy', 'Slice of Life', 'Supernatural']"
Monoshiri Daigaku: Ashita no Calendar,22221,TV (Continuing),Unknown,fall,1966.0,,Original,1274.0,5.71,632.0,[]
Uchuu Shounen Soran,12887,TV (Continuing),Eiken,fall,1966.0,,,96.0,0.0,529.0,"['Action', 'Adventure', 'Sci-Fi']"
Kaizoku Ouji,19505,TV (Continuing),Toei Animation,fall,1966.0,,,31.0,0.0,528.0,['Adventure']
Yuusei Kamen,12767,TV (Continuing),Eiken,fall,1966.0,,,39.0,0.0,516.0,['Sci-Fi']
Harisu no Kaze,17667,TV (Continuing),Unknown,fall,1966.0,,,70.0,0.0,498.0,['Comedy']
Tatakae! Osper,19989,TV (Continuing),Unknown,fall,1966.0,,,52.0,0.0,392.0,"['Action', 'Sci-Fi']"
Tenrankai no E,3472,Movie,Unknown,fall,1966.0,,Original,1.0,6.21,2100.0,['Comedy']
Ribbon no Kishi Pilot,22241,Special,Mushi Production,fall,1966.0,,,1.0,5.76,503.0,['Adventure']
Sekai no Ouja: King Kong Taikai,27379,Special,Toei Animation,fall,1966.0,,,1.0,0.0,276.0,"['Adventure', 'Sci-Fi']"
Mahoutsukai Sally,3356,TV (New),Toei Animation,winter,1967.0,,Manga,109.0,6.57,3600.0,['Fantasy']
Gokuu no Daibouken,2687,TV (New),Mushi Production,winter,1967.0,,,39.0,6.13,824.0,"['Comedy', 'Fantasy']"
Osomatsu-kun,9884,TV (Continuing),Studio Zero,winter,1967.0,,Manga,56.0,6.42,3300.0,['Comedy']
Jungle Taitei: Susume Leo!,2565,TV (Continuing),Mushi Production,winter,1967.0,,Manga,26.0,6.43,2400.0,['Adventure']
Rainbow Sentai Robin,9438,TV (Continuing),Toei Animation,winter,1967.0,,,48.0,6.1,747.0,"['Action', 'Adventure', 'Sci-Fi']"
Obake no Q-tarou,1547,TV (Continuing),Shin-Ei Animation,winter,1967.0,,Manga,96.0,6.09,709.0,"['Comedy', 'Slice of Life', 'Supernatural']"
Monoshiri Daigaku: Ashita no Calendar,22221,TV (Continuing),Unknown,winter,1967.0,,Original,1274.0,5.71,632.0,[]
Uchuu Shounen Soran,12887,TV (Continuing),Eiken,winter,1967.0,,,96.0,0.0,529.0,"['Action', 'Adventure', 'Sci-Fi']"
Yuusei Kamen,12767,TV (Continuing),Eiken,winter,1967.0,,,39.0,0.0,516.0,['Sci-Fi']
Harisu no Kaze,17667,TV (Continuing),Unknown,winter,1967.0,,,70.0,0.0,498.0,['Comedy']
Robotan,19875,TV (Continuing),Unknown,winter,1967.0,,,104.0,6.19,497.0,['Comedy']
Tatakae! Osper,19989,TV (Continuing),Unknown,winter,1967.0,,,52.0,0.0,392.0,"['Action', 'Sci-Fi']"
Tobidase! Bacchiri,19991,TV (Continuing),Unknown,winter,1967.0,,,132.0,0.0,305.0,"['Comedy', 'Mystery']"
Cyborg 009: Kaijuu Sensou,7290,Movie,Toei Animation,winter,1967.0,,,1.0,5.98,1900.0,"['Action', 'Adventure', 'Sci-Fi']"
Ninja Bugei-chou,5232,Movie,Unknown,winter,1967.0,,,1.0,5.46,1500.0,['Action']
Shounen Jack to Mahoutsukai,9392,Movie,Toei Animation,winter,1967.0,,,1.0,5.32,676.0,"['Adventure', 'Fantasy']"
Hong Kil-dong,16556,Movie,Unknown,winter,1967.0,,,1.0,0.0,373.0,"['Adventure', 'Fantasy']"
Tanuki-san Ooatari,27377,Movie,Toei Animation,winter,1967.0,,,1.0,0.0,229.0,[]
"Subarashii Sekai Ryokou: Alaska no Tabi ""Daigo Hyougaki""",23911,Special,Unknown,winter,1967.0,,,2.0,0.0,262.0,"['Adventure', 'Sci-Fi']"
Mach GoGoGo,1445,TV (New),Tatsunoko Production,spring,1967.0,,Manga,52.0,6.67,14000.0,['Adventure']
Ribbon no Kishi,3024,TV (New),Mushi Production,spring,1967.0,,Manga,52.0,6.77,4400.0,"['Action', 'Fantasy', 'Mystery', 'Romance']"
Perman,6303,TV (New),Unknown,spring,1967.0,,Manga,54.0,6.46,3300.0,"['Adventure', 'Comedy']"
Ougon Bat,3900,TV (New),Dai-Ichi Douga,spring,1967.0,,Novel,52.0,6.46,2000.0,"['Action', 'Sci-Fi']"
Bouken Gabotenjima,8184,TV (New),Unknown,spring,1967.0,,,39.0,0.0,479.0,['Adventure']
King Kong: 001/7 Tom Thumb,19995,TV (New),Toei Animation,spring,1967.0,,,26.0,0.0,396.0,"['Adventure', 'Sci-Fi']"
Kaminari Boy Pikkari★bee,19993,TV (New),Unknown,spring,1967.0,,,53.0,0.0,285.0,"['Adventure', 'Comedy']"
Mahoutsukai Sally,3356,TV (Continuing),Toei Animation,spring,1967.0,,Manga,109.0,6.57,3600.0,['Fantasy']
Gokuu no Daibouken,2687,TV (Continuing),Mushi Production,spring,1967.0,,,39.0,6.13,824.0,"['Comedy', 'Fantasy']"
Obake no Q-tarou,1547,TV (Continuing),Shin-Ei Animation,spring,1967.0,,Manga,96.0,6.09,709.0,"['Comedy', 'Slice of Life', 'Supernatural']"
Monoshiri Daigaku: Ashita no Calendar,22221,TV (Continuing),Unknown,spring,1967.0,,Original,1274.0,5.71,632.0,[]
Harisu no Kaze,17667,TV (Continuing),Unknown,spring,1967.0,,,70.0,0.0,498.0,['Comedy']
Robotan,19875,TV (Continuing),Unknown,spring,1967.0,,,104.0,6.19,497.0,['Comedy']
Tatakae! Osper,19989,TV (Continuing),Unknown,spring,1967.0,,,52.0,0.0,392.0,"['Action', 'Sci-Fi']"
Pyun Pyun Maru,15873,TV (New),Toei Animation,summer,1967.0,,,26.0,0.0,391.0,['Comedy']
Mach GoGoGo,1445,TV (Continuing),Tatsunoko Production,summer,1967.0,,Manga,52.0,6.67,14000.0,['Adventure']
Ribbon no Kishi,3024,TV (Continuing),Mushi Production,summer,1967.0,,Manga,52.0,6.77,4400.0,"['Action', 'Fantasy', 'Mystery', 'Romance']"
Mahoutsukai Sally,3356,TV (Continuing),Toei Animation,summer,1967.0,,Manga,109.0,6.57,3600.0,['Fantasy']
Perman,6303,TV (Continuing),Unknown,summer,1967.0,,Manga,54.0,6.46,3300.0,"['Adventure', 'Comedy']"
Ougon Bat,3900,TV (Continuing),Dai-Ichi Douga,summer,1967.0,,Novel,52.0,6.46,2000.0,"['Action', 'Sci-Fi']"
Gokuu no Daibouken,2687,TV (Continuing),Mushi Production,summer,1967.0,,,39.0,6.13,824.0,"['Comedy', 'Fantasy']"
Monoshiri Daigaku: Ashita no Calendar,22221,TV (Continuing),Unknown,summer,1967.0,,Original,1274.0,5.71,632.0,[]
Harisu no Kaze,17667,TV (Continuing),Unknown,summer,1967.0,,,70.0,0.0,498.0,['Comedy']
Robotan,19875,TV (Continuing),Unknown,summer,1967.0,,,104.0,6.19,497.0,['Comedy']
Bouken Gabotenjima,8184,TV (Continuing),Unknown,summer,1967.0,,,39.0,0.0,479.0,['Adventure']
King Kong: 001/7 Tom Thumb,19995,TV (Continuing),Toei Animation,summer,1967.0,,,26.0,0.0,396.0,"['Adventure', 'Sci-Fi']"
Tatakae! Osper,19989,TV (Continuing),Unknown,summer,1967.0,,,52.0,0.0,392.0,"['Action', 'Sci-Fi']"
Kaminari Boy Pikkari★bee,19993,TV (Continuing),Unknown,summer,1967.0,,,53.0,0.0,285.0,"['Adventure', 'Comedy']"
Hopiwa Chadolbawi,18309,Movie,Unknown,summer,1967.0,,,1.0,0.0,310.0,"['Action', 'Adventure']"
Hyokkori Hyoutan Shima,22887,Movie,Toei Animation,summer,1967.0,,,1.0,0.0,250.0,['Adventure']
Heungbuwa Nolbu,51245,Movie,Unknown,summer,1967.0,,Other,1.0,0.0,35.0,"['Fantasy', 'Slice of Life']"
Bouken Shounen Shadar,8182,TV (New),Unknown,fall,1967.0,,,156.0,6.14,600.0,"['Adventure', 'Horror']"
Skyers 5,11405,TV (New),Unknown,fall,1967.0,,,12.0,0.0,498.0,"['Action', 'Sci-Fi']"
Oraa Guzura Dado,21539,TV (New),Tatsunoko Production,fall,1967.0,,,52.0,0.0,398.0,['Comedy']
Chibikko Kaijuu Yadamon,8501,TV (New),Unknown,fall,1967.0,,,26.0,0.0,387.0,"['Comedy', 'Supernatural']"
Donkikko,19901,TV (New),Unknown,fall,1967.0,,,21.0,0.0,333.0,['Comedy']
Mach GoGoGo,1445,TV (Continuing),Tatsunoko Production,fall,1967.0,,Manga,52.0,6.67,14000.0,['Adventure']
Ribbon no Kishi,3024,TV (Continuing),Mushi Production,fall,1967.0,,Manga,52.0,6.77,4400.0,"['Action', 'Fantasy', 'Mystery', 'Romance']"
Mahoutsukai Sally,3356,TV (Continuing),Toei Animation,fall,1967.0,,Manga,109.0,6.57,3600.0,['Fantasy']
Perman,6303,TV (Continuing),Unknown,fall,1967.0,,Manga,54.0,6.46,3300.0,"['Adventure', 'Comedy']"
Ougon Bat,3900,TV (Continuing),Dai-Ichi Douga,fall,1967.0,,Novel,52.0,6.46,2000.0,"['Action', 'Sci-Fi']"
Monoshiri Daigaku: Ashita no Calendar,22221,TV (Continuing),Unknown,fall,1967.0,,Original,1274.0,5.71,632.0,[]
Robotan,19875,TV (Continuing),Unknown,fall,1967.0,,,104.0,6.19,497.0,['Comedy']
Bouken Gabotenjima,8184,TV (Continuing),Unknown,fall,1967.0,,,39.0,0.0,479.0,['Adventure']
Pyun Pyun Maru,15873,TV (Continuing),Toei Animation,fall,1967.0,,,26.0,0.0,391.0,['Comedy']
Kaminari Boy Pikkari★bee,19993,TV (Continuing),Unknown,fall,1967.0,,,53.0,0.0,285.0,"['Adventure', 'Comedy']"
Gegege no Kitarou (1968),5688,TV (New),Toei Animation,winter,1968.0,,Manga,65.0,6.78,4000.0,"['Adventure', 'Comedy', 'Fantasy', 'Horror', 'Supernatural']"
Wanpaku Tanteidan,12139,TV (New),Mushi Production,winter,1968.0,,,35.0,0.0,699.0,"['Action', 'Mystery']"
Mach GoGoGo,1445,TV (Continuing),Tatsunoko Production,winter,1968.0,,Manga,52.0,6.67,14000.0,['Adventure']
Ribbon no Kishi,3024,TV (Continuing),Mushi Production,winter,1968.0,,Manga,52.0,6.77,4400.0,"['Action', 'Fantasy', 'Mystery', 'Romance']"
Mahoutsukai Sally,3356,TV (Continuing),Toei Animation,winter,1968.0,,Manga,109.0,6.57,3600.0,['Fantasy']
Perman,6303,TV (Continuing),Unknown,winter,1968.0,,Manga,54.0,6.46,3300.0,"['Adventure', 'Comedy']"
Ougon Bat,3900,TV (Continuing),Dai-Ichi Douga,winter,1968.0,,Novel,52.0,6.46,2000.0,"['Action', 'Sci-Fi']"
Monoshiri Daigaku: Ashita no Calendar,22221,TV (Continuing),Unknown,winter,1968.0,,Original,1274.0,5.71,632.0,[]
Bouken Shounen Shadar,8182,TV (Continuing),Unknown,winter,1968.0,,,156.0,6.14,600.0,"['Adventure', 'Horror']"
Robotan,19875,TV (Continuing),Unknown,winter,1968.0,,,104.0,6.19,497.0,['Comedy']
Oraa Guzura Dado,21539,TV (Continuing),Tatsunoko Production,winter,1968.0,,,52.0,0.0,398.0,['Comedy']
Pyun Pyun Maru,15873,TV (Continuing),Toei Animation,winter,1968.0,,,26.0,0.0,391.0,['Comedy']
Chibikko Kaijuu Yadamon,8501,TV (Continuing),Unknown,winter,1968.0,,,26.0,0.0,387.0,"['Comedy', 'Supernatural']"
Kaminari Boy Pikkari★bee,19993,TV (Continuing),Unknown,winter,1968.0,,,53.0,0.0,285.0,"['Adventure', 'Comedy']"
Andersen Monogatari,5098,Movie,Toei Animation,winter,1968.0,,,1.0,5.76,928.0,"['Drama', 'Fantasy']"
Dororo Pilot,11471,Special,Mushi Production,winter,1968.0,,Manga,1.0,5.75,4200.0,['Action']
"Subarashii Sekai Ryokou: New York Tabi ""Computopia Seireki Nisennen no Monogatari""",32629,Special,Unknown,winter,1968.0,,Original,2.0,0.0,234.0,['Sci-Fi']
Cyborg 009 (TV),8394,TV (New),Toei Animation,spring,1968.0,,Manga,26.0,6.87,5800.0,"['Action', 'Adventure', 'Sci-Fi']"
Kyojin no Hoshi,5834,TV (New),TMS Entertainment,spring,1968.0,,Manga,182.0,6.85,2300.0,"['Drama', 'Sports']"
Kaibutsu-kun,3129,TV (New),Studio Zero,spring,1968.0,,Manga,49.0,6.5,1200.0,"['Comedy', 'Horror']"
Akane-chan,18635,TV (New),Toei Animation,spring,1968.0,,,26.0,0.0,651.0,"['Comedy', 'Slice of Life']"
Animal 1,17671,TV (New),Unknown,spring,1968.0,,,27.0,0.0,570.0,['Sports']
Fight Da!! Pyuta,19997,TV (New),Unknown,spring,1968.0,,,26.0,0.0,427.0,"['Action', 'Comedy', 'Sci-Fi']"
Gegege no Kitarou (1968),5688,TV (Continuing),Toei Animation,spring,1968.0,,Manga,65.0,6.78,4000.0,"['Adventure', 'Comedy', 'Fantasy', 'Horror', 'Supernatural']"
Mahoutsukai Sally,3356,TV (Continuing),Toei Animation,spring,1968.0,,Manga,109.0,6.57,3600.0,['Fantasy']
Wanpaku Tanteidan,12139,TV (Continuing),Mushi Production,spring,1968.0,,,35.0,0.0,699.0,"['Action', 'Mystery']"
Monoshiri Daigaku: Ashita no Calendar,22221,TV (Continuing),Unknown,spring,1968.0,,Original,1274.0,5.71,632.0,[]
Robotan,19875,TV (Continuing),Unknown,spring,1968.0,,,104.0,6.19,497.0,['Comedy']
Oraa Guzura Dado,21539,TV (Continuing),Tatsunoko Production,spring,1968.0,,,52.0,0.0,398.0,['Comedy']
Pyun Pyun Maru,15873,TV (Continuing),Toei Animation,spring,1968.0,,,26.0,0.0,391.0,['Comedy']
Cyborg 009 (TV),8394,TV (Continuing),Toei Animation,summer,1968.0,,Manga,26.0,6.87,5800.0,"['Action', 'Adventure', 'Sci-Fi']"
Gegege no Kitarou (1968),5688,TV (Continuing),Toei Animation,summer,1968.0,,Manga,65.0,6.78,4000.0,"['Adventure', 'Comedy', 'Fantasy', 'Horror', 'Supernatural']"
Mahoutsukai Sally,3356,TV (Continuing),Toei Animation,summer,1968.0,,Manga,109.0,6.57,3600.0,['Fantasy']
Kyojin no Hoshi,5834,TV (Continuing),TMS Entertainment,summer,1968.0,,Manga,182.0,6.85,2300.0,"['Drama', 'Sports']"
Kaibutsu-kun,3129,TV (Continuing),Studio Zero,summer,1968.0,,Manga,49.0,6.5,1200.0,"['Comedy', 'Horror']"
Wanpaku Tanteidan,12139,TV (Continuing),Mushi Production,summer,1968.0,,,35.0,0.0,699.0,"['Action', 'Mystery']"
Akane-chan,18635,TV (Continuing),Toei Animation,summer,1968.0,,,26.0,0.0,651.0,"['Comedy', 'Slice of Life']"
Monoshiri Daigaku: Ashita no Calendar,22221,TV (Continuing),Unknown,summer,1968.0,,Original,1274.0,5.71,632.0,[]
Animal 1,17671,TV (Continuing),Unknown,summer,1968.0,,,27.0,0.0,570.0,['Sports']
Robotan,19875,TV (Continuing),Unknown,summer,1968.0,,,104.0,6.19,497.0,['Comedy']
Fight Da!! Pyuta,19997,TV (Continuing),Unknown,summer,1968.0,,,26.0,0.0,427.0,"['Action', 'Comedy', 'Sci-Fi']"
Oraa Guzura Dado,21539,TV (Continuing),Tatsunoko Production,summer,1968.0,,,52.0,0.0,398.0,['Comedy']
Pyun Pyun Maru,15873,TV (Continuing),Toei Animation,summer,1968.0,,,26.0,0.0,391.0,['Comedy']
Taiyou no Ouji: Horus no Daibouken,1044,Movie,Toei Animation,summer,1968.0,,Other,1.0,6.5,7600.0,"['Adventure', 'Drama']"
Umihiko Yamahiko,34038,Movie,Unknown,summer,1968.0,,Other,1.0,0.0,314.0,['Fantasy']
Hwanggeum Cheolin,16808,Movie,Unknown,summer,1968.0,,,1.0,0.0,310.0,"['Action', 'Adventure']"
Sabu to Ichi Torimono Hikae,5997,TV (New),Toei Animation,fall,1968.0,,Manga,52.0,6.45,2000.0,"['Action', 'Adventure', 'Drama', 'Slice of Life']"
Youkai Ningen Bem,4044,TV (New),Dai-Ichi Douga,fall,1968.0,,Original,26.0,6.12,1700.0,['Horror']
Sasuke,6056,TV (New),Unknown,fall,1968.0,,Manga,29.0,6.67,1300.0,['Action']
Yuuyake Banchou,12765,TV (New),Unknown,fall,1968.0,,,26.0,0.0,462.0,['Action']
Johnny Cypher,28145,TV (New),Unknown,fall,1968.0,,,130.0,0.0,369.0,"['Action', 'Adventure', 'Sci-Fi']"
Dokachin,15957,TV (New),Tatsunoko Production,fall,1968.0,,Original,26.0,0.0,306.0,['Comedy']
Gegege no Kitarou (1968),5688,TV (Continuing),Toei Animation,fall,1968.0,,Manga,65.0,6.78,4000.0,"['Adventure', 'Comedy', 'Fantasy', 'Horror', 'Supernatural']"
Mahoutsukai Sally,3356,TV (Continuing),Toei Animation,fall,1968.0,,Manga,109.0,6.57,3600.0,['Fantasy']
Kyojin no Hoshi,5834,TV (Continuing),TMS Entertainment,fall,1968.0,,Manga,182.0,6.85,2300.0,"['Drama', 'Sports']"
Kaibutsu-kun,3129,TV (Continuing),Studio Zero,fall,1968.0,,Manga,49.0,6.5,1200.0,"['Comedy', 'Horror']"
Monoshiri Daigaku: Ashita no Calendar,22221,TV (Continuing),Unknown,fall,1968.0,,Original,1274.0,5.71,632.0,[]
Pyun Pyun Maru,15873,TV (Continuing),Toei Animation,fall,1968.0,,,26.0,0.0,391.0,['Comedy']
Baka Baka Baka na Sekai,29777,Movie,Unknown,fall,1968.0,,Original,1.0,4.23,1800.0,"['Avant Garde', 'Comedy']"
Souseiki,3473,Movie,Unknown,fall,1968.0,,,1.0,5.46,1700.0,[]
Kyubi no Kitsune to Tobimaru (Sesshoseki),17673,Movie,Unknown,fall,1968.0,,,1.0,0.0,452.0,['Fantasy']
Himitsu no Akko-chan,3285,TV (New),Toei Animation,winter,1969.0,,Manga,94.0,6.49,2700.0,[]
Kaitei Shounen Marine,8899,TV (New),Unknown,winter,1969.0,,,65.0,6.32,705.0,"['Action', 'Adventure', 'Sci-Fi']"
Gegege no Kitarou (1968),5688,TV (Continuing),Toei Animation,winter,1969.0,,Manga,65.0,6.78,4000.0,"['Adventure', 'Comedy', 'Fantasy', 'Horror', 'Supernatural']"
Kyojin no Hoshi,5834,TV (Continuing),TMS Entertainment,winter,1969.0,,Manga,182.0,6.85,2300.0,"['Drama', 'Sports']"
Sabu to Ichi Torimono Hikae,5997,TV (Continuing),Toei Animation,winter,1969.0,,Manga,52.0,6.45,2000.0,"['Action', 'Adventure', 'Drama', 'Slice of Life']"
Youkai Ningen Bem,4044,TV (Continuing),Dai-Ichi Douga,winter,1969.0,,Original,26.0,6.12,1700.0,['Horror']
Sasuke,6056,TV (Continuing),Unknown,winter,1969.0,,Manga,29.0,6.67,1300.0,['Action']
Kaibutsu-kun,3129,TV (Continuing),Studio Zero,winter,1969.0,,Manga,49.0,6.5,1200.0,"['Comedy', 'Horror']"
Monoshiri Daigaku: Ashita no Calendar,22221,TV (Continuing),Unknown,winter,1969.0,,Original,1274.0,5.71,632.0,[]
Yuuyake Banchou,12765,TV (Continuing),Unknown,winter,1969.0,,,26.0,0.0,462.0,['Action']
Pyun Pyun Maru,15873,TV (Continuing),Toei Animation,winter,1969.0,,,26.0,0.0,391.0,['Comedy']
Johnny Cypher,28145,TV (Continuing),Unknown,winter,1969.0,,,130.0,0.0,369.0,"['Action', 'Adventure', 'Sci-Fi']"
Dokachin,15957,TV (Continuing),Tatsunoko Production,winter,1969.0,,Original,26.0,0.0,306.0,['Comedy']
